Chave,Titulo,Data Criacao,Data Mudanca,Status Antigo,Status Novo,Autor
BF3E4-1841,[CLIENTE - 33] Assunto: EDI - Envio CCDB (Parte 2) - TAMANHO: G,2026-03-09T12:05:49.422-0300,2026-03-17T18:51:12.949-0300,Open,WAITING REFINEMENT,willian.santos
BF3E4-1830,[CLIENTE - 32] Assunto: EDI - Envio CCDB (Parte 1) - TAMANHO: G,2026-03-09T12:05:17.754-0300,2026-03-17T18:50:40.076-0300,IN REFINEMENT,Refined,willian.santos
BF3E4-1830,[CLIENTE - 32] Assunto: EDI - Envio CCDB (Parte 1) - TAMANHO: G,2026-03-09T12:05:17.754-0300,2026-03-17T18:50:36.968-0300,WAITING REFINEMENT,IN REFINEMENT,willian.santos
BF3E4-1830,[CLIENTE - 32] Assunto: EDI - Envio CCDB (Parte 1) - TAMANHO: G,2026-03-09T12:05:17.754-0300,2026-03-17T18:50:24.787-0300,Open,WAITING REFINEMENT,willian.santos
BF3E4-1828,[CLIENTE - 31] Assunto: Visão 360 (Parte 3) - TAMANHO: P,2026-03-09T12:05:02.114-0300,2026-03-26T17:16:09.986-0300,Refined,Canceled,willian.santos
BF3E4-1828,[CLIENTE - 31] Assunto: Visão 360 (Parte 3) - TAMANHO: P,2026-03-09T12:05:02.114-0300,2026-03-17T18:49:13.061-0300,IN REFINEMENT,Refined,willian.santos
BF3E4-1828,[CLIENTE - 31] Assunto: Visão 360 (Parte 3) - TAMANHO: P,2026-03-09T12:05:02.114-0300,2026-03-17T18:49:10.574-0300,WAITING REFINEMENT,IN REFINEMENT,willian.santos
BF3E4-1828,[CLIENTE - 31] Assunto: Visão 360 (Parte 3) - TAMANHO: P,2026-03-09T12:05:02.114-0300,2026-03-17T18:49:07.891-0300,Open,WAITING REFINEMENT,willian.santos
BF3E4-1826,[CLIENTE - 30] Assunto: Visão 360 (Parte 2) - TAMANHO: G,2026-03-09T12:04:33.848-0300,2026-03-17T18:48:42.729-0300,IN REFINEMENT,Refined,willian.santos
BF3E4-1826,[CLIENTE - 30] Assunto: Visão 360 (Parte 2) - TAMANHO: G,2026-03-09T12:04:33.848-0300,2026-03-17T18:48:40.176-0300,WAITING REFINEMENT,IN REFINEMENT,willian.santos
BF3E4-1826,[CLIENTE - 30] Assunto: Visão 360 (Parte 2) - TAMANHO: G,2026-03-09T12:04:33.848-0300,2026-03-17T18:48:37.808-0300,Open,WAITING REFINEMENT,willian.santos
BF3E4-1824,[CLIENTE - 29] Assunto: Visão 360 (Parte 1) - TAMANHO: G,2026-03-09T12:04:04.154-0300,2026-03-17T18:48:12.344-0300,IN REFINEMENT,Refined,willian.santos
BF3E4-1824,[CLIENTE - 29] Assunto: Visão 360 (Parte 1) - TAMANHO: G,2026-03-09T12:04:04.154-0300,2026-03-17T18:48:09.292-0300,WAITING REFINEMENT,IN REFINEMENT,willian.santos
BF3E4-1824,[CLIENTE - 29] Assunto: Visão 360 (Parte 1) - TAMANHO: G,2026-03-09T12:04:04.154-0300,2026-03-17T18:48:06.740-0300,Open,WAITING REFINEMENT,willian.santos
BF3E4-1822,[CLIENTE - 28] Assunto: Hub Cart e Hub User (Parte 5) - TAMANHO: G,2026-03-09T12:03:44.625-0300,2026-03-26T17:08:33.594-0300,Refined,Canceled,willian.santos
