Chave,Titulo,Data Criacao,Data Mudanca,Status Antigo,Status Novo,Autor
BF3E4-3685,[RH - 58] Entidade: iTransport Unit Arrival - TAMANHO: P,2026-03-11T12:42:52.678-0300,2026-03-20T09:41:41.049-0300,Open,WAITING REFINEMENT,italo.siqueira
BF3E4-3679,[RH - 57] Entidade: iTransport Itinerary Performance - TAMANHO: P,2026-03-11T12:42:41.177-0300,2026-03-20T09:40:49.982-0300,IN REFINEMENT,Refined,italo.siqueira
BF3E4-3679,[RH - 57] Entidade: iTransport Itinerary Performance - TAMANHO: P,2026-03-11T12:42:41.177-0300,2026-03-20T09:40:47.418-0300,WAITING REFINEMENT,IN REFINEMENT,italo.siqueira
BF3E4-3679,[RH - 57] Entidade: iTransport Itinerary Performance - TAMANHO: P,2026-03-11T12:42:41.177-0300,2026-03-20T09:40:43.610-0300,Open,WAITING REFINEMENT,italo.siqueira
BF3E4-3673,[RH - 56] Entidade: Elaw - Índice de Judicialização (Analytics Cross-Domain) - TAMANHO: P,2026-03-11T12:42:27.533-0300,2026-03-20T09:36:56.147-0300,IN REFINEMENT,Refined,italo.siqueira
BF3E4-3673,[RH - 56] Entidade: Elaw - Índice de Judicialização (Analytics Cross-Domain) - TAMANHO: P,2026-03-11T12:42:27.533-0300,2026-03-20T09:36:53.481-0300,WAITING REFINEMENT,IN REFINEMENT,italo.siqueira
BF3E4-3673,[RH - 56] Entidade: Elaw - Índice de Judicialização (Analytics Cross-Domain) - TAMANHO: P,2026-03-11T12:42:27.533-0300,2026-03-20T09:36:48.397-0300,Open,WAITING REFINEMENT,italo.siqueira
BF3E4-3662,[RH - 55] Entidade: Espaider - TAMANHO: G,2026-03-11T12:42:04.747-0300,2026-03-20T09:35:37.375-0300,IN REFINEMENT,Refined,italo.siqueira
BF3E4-3662,[RH - 55] Entidade: Espaider - TAMANHO: G,2026-03-11T12:42:04.747-0300,2026-03-20T09:35:34.892-0300,WAITING REFINEMENT,IN REFINEMENT,italo.siqueira
BF3E4-3662,[RH - 55] Entidade: Espaider - TAMANHO: G,2026-03-11T12:42:04.747-0300,2026-03-20T09:35:31.700-0300,Open,WAITING REFINEMENT,italo.siqueira
BF3E4-3662,[RH - 55] Entidade: Espaider - TAMANHO: G,2026-03-11T12:42:04.747-0300,2026-03-20T09:35:28.902-0300,Canceled,Open,italo.siqueira
